Displacement - Plot 0	Force - Plot 0	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,194796	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,146097	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,194796	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,194796	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5001	-0,170446	
48,5816	-0,170446	
48,6584	-0,170446	
48,7532	-0,170446	
48,849	-0,170446	
48,9322	-0,170446	
49,0346	-0,146097	
49,1445	-0,146097	
49,2386	0,511339	
49,382	1,97231	
49,5082	5,35689	
