Displacement - Plot 0	Force - Plot 0	
0,000132	-0,121747	
0,000132	-0,121747	
0,000132	-0,121747	
0,000132	-0,0973979	
0,000132	-0,0973979	
0,000132	-0,0973979	
0,000132	-0,0973979	
0,000132	-0,0730485	
0,000132	-0,0730485	
0,000132	-0,0730485	
0,000132	-0,0730485	
0,000132	0	
0,000132	0	
0,000132	0	
0,000132	0	
0,000132	0	
0,000132	0	
0,000132	0	
0,000132	0	
0,000132	0	
0,000132	0	
0,000132	0	
0,000132	0,0243495	
0,000132	0,0243495	
0,0637	0,0730485	
0,207077	1,31487	
0,332829	2,14275	
0,450065	2,14275	
0,53854	2,14275	
0,648972	2,4106	
0,782615	3,28718	
0,915318	4,9186	
1,04231	6,42826	
1,16908	7,49964	
1,29569	8,37622	
1,42342	9,03366	
1,54923	9,545	
1,67634	9,98329	
1,77244	10,3485	
1,89768	10,5433	
2,02394	10,8599	
2,11845	11,0547	
2,26121	11,2008	
2,35629	11,4443	
2,45052	11,6147	
2,57775	11,6878	
2,67158	11,8582	
2,76686	11,9556	
2,86087	12,053	
2,98708	12,1504	
3,08193	12,2721	
3,17612	12,3695	
3,27128	12,5156	
3,39775	12,4913	
3,49205	12,5643	
3,57591	12,5887	
3,64859	12,6374	
3,74403	12,6374	
3,83868	12,6861	
3,9332	12,7591	
4,01099	12,8078	
4,10495	12,8809	
4,20016	12,9296	
4,29486	13,027	
4,42175	13,027	
4,51579	13,0757	
4,60939	13,0757	
4,70528	13,1	
4,81571	13,1487	
4,91107	13,1974	
5,00572	13,2705	
5,11495	13,2705	
5,21019	13,3192	
5,30435	13,3679	
5,41534	13,3679	
5,51018	13,4166	
5,6044	13,4409	
5,69877	13,4409	
5,79384	13,4896	
5,88789	13,4896	
5,98195	13,514	
6,10902	13,587	
6,20358	13,5627	
6,29796	13,6114	
6,39384	13,587	
6,4873	13,6357	
6,58222	13,6357	
6,69265	13,7088	
6,78672	13,7331	
6,88172	13,7331	
6,97652	13,7818	
7,06019	13,7575	
7,14764	13,7818	
7,22679	13,8305	
7,32245	13,7818	
7,39886	13,8549	
7,49394	13,8549	
7,58948	13,8549	
7,68297	13,8792	
7,77747	13,9523	
7,87331	13,9766	
7,96666	14,0253	
8,09256	13,9523	
8,18784	14,0253	
8,28199	14,0984	
8,36534	14,074	
8,42394	14,1227	
8,51791	14,1227	
8,61238	14,0984	
8,70685	14,0984	
