Displacement - Plot 0	Force - Plot 0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
-3,3E-5	0	
0,053025	0,048699	
0,189518	1,02268	
0,331989	1,70446	
0,458549	1,75316	
0,585025	1,85056	
0,711354	2,97064	
0,855078	4,69945	
0,981802	6,28217	
1,10798	7,49964	
1,23429	8,40057	
1,36219	9,10671	
1,48891	9,71544	
1,63097	10,1294	
1,74799	10,519	
1,8665	10,8112	
1,9522	11,079	
2,08809	11,2982	
2,17187	11,3712	
2,27749	11,493	
2,36073	11,6391	
2,47009	11,7852	
2,55973	11,8582	
2,67087	11,9312	
2,78038	12,0286	
2,92473	12,1504	
3,01754	12,3452	
3,10275	12,3695	
3,18913	12,4426	
3,28285	12,54	
3,39969	12,613	
3,48708	12,6861	
3,5983	12,613	
3,69275	12,6617	
3,80259	12,6861	
3,91327	12,7591	
4,00833	12,8565	
4,11857	12,9539	
4,21421	12,9296	
4,32364	12,9539	
4,41985	13,027	
4,56004	13,0757	
4,63981	13,1	
4,73349	13,1	
4,82867	13,1487	
4,94013	13,1974	
5,03409	13,1731	
5,11854	13,2461	
5,20514	13,2218	
5,28903	13,2705	
5,37571	13,2948	
5,4702	13,3192	
5,56543	13,3435	
5,6597	13,3679	
5,75404	13,4653	
5,83909	13,3679	
5,90962	13,4166	
6,00334	13,4896	
6,09743	13,4653	
6,17473	13,514	
6,30215	13,5383	
6,37086	13,5383	
6,45816	13,5383	
6,55344	13,5383	
6,64727	13,5627	
6,74172	13,587	
6,83754	13,6357	
6,91447	13,6601	
6,99245	13,6601	
7,08746	13,6844	
7,18114	13,7088	
7,2655	13,7331	
7,35422	13,7331	
7,44864	13,7331	
7,53221	13,7331	
7,61001	13,7818	
7,6974	13,7088	
7,79174	13,7575	
7,87581	13,8062	
7,94832	13,8305	
8,04354	13,8792	
8,15319	13,9036	
8,26379	13,8305	
8,35866	13,9279	
8,45283	13,9766	
8,56562	14,0253	
8,69022	14,074	
8,78487	14,001	
8,88021	13,9766	
8,97429	14,001	
9,06851	13,9766	
9,1628	14,001	
9,25744	14,0253	
9,35374	14,001	
9,42994	14,074	
9,52482	14,0984	
9,61913	14,0253	
9,71389	14,0253	
9,80835	14,0497	
9,90377	14,0497	
9,99769	14,0984	
10,0823	14,074	
10,1859	14,0984	
10,2796	14,0984	
10,3742	14,074	
10,4712	14,0253	
10,564	14,0253	
10,6745	14,074	
10,7702	14,1227	
10,8368	14,1714	
10,9099	14,2201	
11,0043	14,2201	
11,1146	14,2444	
11,209	14,1958	
11,3037	14,2201	
11,3993	14,2201	
11,4772	14,2444	
11,5608	14,1958	
11,6641	14,2688	
11,7591	14,2201	
11,8539	14,2688	
11,9326	14,3175	
12,0263	14,2444	
12,1106	14,2688	
12,1996	14,3175	
12,2674	14,3175	
12,3546	14,2931	
12,4505	14,2931	
12,5439	14,2931	
12,6379	14,3175	
12,7342	14,2688	
12,8293	14,2688	
12,9232	14,3175	
