Displacement - Plot 0	Force - Plot 0	
3,3E-5	0	
3,3E-5	0	
3,3E-5	0	
3,3E-5	0	
3,3E-5	0	
3,3E-5	0	
3,3E-5	-0,0243495	
3,3E-5	0	
3,3E-5	0	
3,3E-5	0	
3,3E-5	0	
3,3E-5	0	
3,3E-5	0	
3,3E-5	0	
3,3E-5	0	
3,3E-5	0	
3,3E-5	0	
3,3E-5	0	
3,3E-5	-0,0243495	
3,3E-5	0	
3,3E-5	0	
0,079003	0,0243495	
0,221293	0,340893	
0,347342	1,68011	
0,473852	3,23848	
0,600938	4,50465	
0,72898	5,62473	
0,855621	6,57436	
0,98195	7,30485	
1,12432	7,88923	
1,25133	8,42492	
1,36809	8,86321	
1,48786	9,15541	
1,62962	9,42325	
1,72539	9,6911	
1,86722	9,83719	
1,96102	10,0563	
2,08789	10,1781	
2,18358	10,3242	
2,28363	10,4459	
2,37033	10,5677	
2,50297	10,6164	
2,59179	10,7138	
2,68764	10,7625	
2,79623	10,8842	
2,90722	10,9573	
3,00759	11,0547	
3,1346	11,079	
3,22216	11,1764	
3,31578	11,2008	
3,41041	11,2738	
3,52134	11,2982	
3,59916	11,3469	
3,69463	11,3712	
3,80414	11,4199	
3,89924	11,5417	
4,02553	11,493	
4,11981	11,5173	
4,21419	11,566	
4,30852	11,6634	
4,40401	11,7121	
4,51482	11,7608	
4,60924	11,7365	
4,72084	11,7365	
4,81414	11,7852	
4,90876	11,7852	
5,01821	11,7852	
5,11457	11,8339	
5,20814	11,8339	
5,30368	11,8825	
5,41408	11,9069	
5,50733	11,9556	
5,61903	11,9556	
5,71333	11,9799	
5,80766	11,9799	
5,90298	11,9799	
5,99732	12,0286	
6,12352	12,0773	
6,21784	12,0773	
6,31235	12,126	
6,42273	12,1017	
6,51913	12,126	
6,61221	12,1504	
6,70658	12,1747	
6,8003	12,1991	
6,89551	12,2234	
6,99064	12,1991	
7,0857	12,2478	
7,17892	12,2478	
7,27319	12,2965	
7,3687	12,2965	
7,4636	12,3208	
7,5568	12,3208	
7,65147	12,3208	
7,74675	12,3452	
7,84087	12,3452	
7,91938	12,3452	
8,014	12,3939	
8,12562	12,3452	
8,21986	12,3695	
8,31464	12,4426	
8,42578	12,3939	
8,51829	12,4426	
8,62958	12,4913	
8,72344	12,5156	
8,86661	12,4913	
8,96146	12,4669	
9,05545	12,5643	
9,13918	12,613	
9,21117	12,613	
9,30524	12,6374	
9,40039	12,54	
9,49491	12,54	
9,58934	12,5887	
9,68355	12,5887	
9,77873	12,5887	
9,87313	12,5887	
9,96759	12,613	
10,0632	12,5643	
10,1723	12,613	
10,2671	12,6374	
10,3613	12,7104	
10,4557	12,7591	
10,5497	12,6861	
10,6455	12,6374	
10,7402	12,613	
10,834	12,613	
10,9285	12,613	
11,0237	12,613	
11,118	12,6617	
11,2141	12,6861	
11,2901	12,7104	
11,385	12,7348	
11,4797	12,7104	
11,5747	12,7104	
11,6857	12,7348	
11,7794	12,7835	
11,8741	12,7591	
11,9686	12,7835	
12,0628	12,7835	
12,174	12,7835	
12,2684	12,7835	
12,3784	12,8322	
12,4733	12,8565	
12,5685	12,7835	
12,6782	12,8322	
12,7564	12,8078	
12,8408	12,8809	
12,9286	12,9296	
12,9963	12,9783	
13,0679	13,027	
13,2098	12,9783	
