Displacement - Plot 0	Force - Plot 0	
4,9E-5	-0,0973979	
4,9E-5	-0,0973979	
4,9E-5	-0,0730485	
4,9E-5	-0,0973979	
4,9E-5	-0,0973979	
4,9E-5	-0,0973979	
4,9E-5	-0,0973979	
4,9E-5	-0,0730485	
4,9E-5	-0,0730485	
4,9E-5	-0,0730485	
4,9E-5	-0,0973979	
4,9E-5	-0,0973979	
4,9E-5	-0,0973979	
4,9E-5	-0,0730485	
4,9E-5	-0,0730485	
4,9E-5	-0,0973979	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,048699	
4,9E-5	0,0243495	
4,9E-5	0,0243495	
4,9E-5	0,048699	
4,9E-5	0,0243495	
0,060487	0,048699	
0,171019	1,16878	
0,313441	3,11673	
0,458236	5,33254	
0,583098	7,2318	
0,710432	8,76581	
0,836299	10,032	
0,964341	11,1034	
1,0907	11,9799	
1,21588	12,8322	
1,3453	13,5627	
1,48661	14,2688	
1,61302	14,9019	
1,74055	15,3402	
1,86763	15,8272	
1,99271	16,2168	
2,12538	16,6063	
2,24613	16,8498	
2,35681	17,1664	
2,49964	17,4099	
2,59429	17,7021	
2,71968	17,9212	
2,83155	18,1404	
2,97333	18,3352	
3,06948	18,5056	
3,21198	18,6274	
3,30505	18,8465	
3,37383	18,9682	
